desc
"西湖边的一个小小过街通道竟然美的有些过分。之所以如此吸引人，是因为玻璃顶面非常干净，让整个空间明亮通透。杭州真的是一座在细节上让人喜欢的城市。这里的绿色特别舒适，充满了治愈感。每天都能发现新的惊喜。从这个通道走到西湖的南山路，沿途有一大片高大的梧桐树，中国美术学院也近在咫尺，散步非常惬意。

拍摄建议：使用手机拍摄或携带广角镜头，最好选择中午有阳光的时候前往，这样可以捕捉到绝美的夏日感觉。下雨天也不错，雨水落在屋顶上形成的圆圈很有氛围感。

位置：杭州定安路涌金门地下通道

我是大之喵，一个热爱探索城市的旅行者。

#记录我的城市# #自然风光分享# #假日citywalk# #杭州旅游# #西湖# #浪漫生活的记录者# #周末去哪儿# #治愈系# #氛围感# #暑你会晒#"
"接下来的杭州将是春和景明🌸。比起人挤人的西湖，樱花季的中国院子更是美到极致。小桥流水、亭台楼阁，栽满了樱花。江南庭院的中式美学令人赞叹不已！等到蓝调时分，樱花在暖光烘托下，冷暖对比，更加梦幻🌙。下个月，约上小伙伴，我们樱花树下不见不散。

🌸 中国院子·梦溪苑
沿着京杭大运河，探索老杭州历史文化街区的韵味。文艺浪漫的小河直街早已充满新年气息，新年集市热闹好逛！
路线：拱宸桥—桥西历史文化街区—小河公园—小河直街—大兜路历史文化街区—香积寺
建议游玩时长：4-5小时

### 2. 最具“烟火气”的老杭州南宋风韵线路
充满人间烟火气的杭州老城风貌，各色地道小吃。从十五奎巷还可以走上城隍阁一览西湖群山，看一看杭州的鼓楼与德寿宫的红墙，恍惚间以为到了北平。
路线：大马弄—十五奎巷—城隍阁—望仙阁—鼓楼—河坊街—德寿宫
建议游玩时长：3-4小时

### 3. 最“冷门小众”的新中式过年打卡宝地
如果不想人挤人，又想拍出美美的中式新年氛围感照片，那我会推荐余杭的梦想小镇～新年布置已准备就绪，新中式的干净小镇太好拍啦！
打卡点推荐：章太炎故居、梦想长廊、梦想集市、希望田野、余杭塘上
建议游玩时长：1小时

---

# 我的城市换上新年皮肤了
# 记录我的城市
# 春节去哪儿
# 城市探寻计划
# 人文景点分享
# 杭州旅游
# 杭州旅行
# 杭州Citywalk
# 国内旅游日常
# 假日citywalk
# 杭州
# 春节旅游
# 年味
# 徒步路线推荐
# 江浙沪周边游
# 江浙沪亲子游"
"### 湖滨步行街
位于杭州市中心，周边有许多大型商场如工联CC、湖滨银泰等。B区地下有许多快闪店，涵盖内娱、韩娱及二次元元素。D区有一家大型乐高店，其入口处展示了乐高版的三潭印月。从这里出来后，你可以漫步西湖，不定期会有集市。

**推荐**：
- 工联CC负一楼的美食城，超级多小吃，特别是脆皮年糕和甜丫丫甜品店。

### 南宋御街/河坊街
这两条街相连，晚上非常热闹，有许多小吃店和特产店。很多商家隐藏在小巷子里，例如西泠印社和文艺咖啡店。走走停停，可以到达鼓楼到十五奎巷，然后爬到吴山。

**推荐**：
- 羽和铃咖啡店，环境极佳且适合拍照（不可商拍）。

### 小河直街
这里有小河流水和老杭州的历史印记，许多文艺小店和簪花体验店。探索体验感非常好。

**推荐**：
- 欢桔餐酒空间和Lucky吉时餐吧，两家餐厅都能欣赏河边风景，非常适合边吃饭边聊天。

### 河渚街
位于西溪湿地公众开放区，以白墙黑瓦为特色。有许多小吃店和纪念品店，可以买到各种杭州特色小吃。

**推荐**：
- 杨先生糕点文化体验馆，推荐他们的芡实糕和肉松小麻花。

### 玉鸟集
这是一个热门的打卡点，视觉体验丰富，街边有许多餐厅、手工店、奶茶店和首饰店，网红餐厅众多，旁边还有大屋顶书店。

**推荐**：
- catcat饰品店，装修以木色为主，店内有丰富的饰品展示。

### 闲林老街
小桥流水，古色古香，环境清幽。这里有一个大草坪可以野餐露营，非常适合家庭活动。

**推荐**：
- 老头儿油爆虾，品尝老杭州的味道。

### 瓶窑老街
拥有600多年历史，保留了明清时期的建筑风格。漫步其间，仿佛穿越回古代。这里有精致的非遗造物空间、老电影院和非遗博物馆。

**推荐**：
- 自然造物，一个传统手工艺店铺，比宜家还值得逛。

（部分图片来源于网络，侵删）

#杭州 #旅游推荐 #旅行 #citywalk #步行街 #走街串巷找"
"西湖留给外地游客，湘湖变成了我的后花园。湖面开阔，花海垂柳，湘湖的美一点也不输给西湖。逛湘湖时我发现有游船路线，20元船票可往返，就可以在湖心的小岛上度过一个下午。掬星岛从空中俯瞰像一颗爱心，因为知道的人不多，我可以直接独享一艘画舫船。刚上岛时我还以为到了泰国的度假地，摇椅、佛像，绿意环绕。岛不大，5分钟就能走完，但空间景色多变，有亲水露台、禅意茶室、咖啡屋、室外露营地，感觉非常适合举办婚礼派对或团建活动。点上一壶茶，约上三五好友，在大自然中看山看水，或打牌聊天，真是太美好了。

【位置】窑里坞码头
【交通】地铁湘湖站下车后打车5分钟即可到达；乘坐公交707路在窑里坞站下车；自驾至窑里坞停车场。
【乘船】在码头乘坐游船前往掬星岛，船票20元，往返，售票时间为9:00-16:30。
【门票】免费，建议提前预约。

【湘湖周边景点推荐】
- 杭州极地海洋公园：有各种海洋生物表演，如海象、海豚、海狮、白鲸等（周一闭馆）。
- 跨湖桥博物馆：世界上最早的独木舟，以船为整体造型，是特色景点（周一闭馆）。
- 荷花庄：夏天一片荷花，远处凉亭、阁楼，充满江南韵味。
- 老虎洞：可以爬山俯瞰湘湖。
- 大黄鸭乐园：租一辆大黄鸭游船，享受野餐和欣赏绣球花，非常有春日氛围。"
"杭州是真的懂浪漫！秋冬必打卡路线终于有人把经典路线说明白了。有任何不清楚的地方，我们评论区见。👀 加锁更多攻略。

#不为打卡的旅行# #旅游攻略编辑部# #杭州旅游# #杭州攻略# #灵隐寺# #西湖# #杭州# #周末去哪儿# #旅游攻略# #杭州拍照# #不辜负每个周末# #冬日旅行收藏夹# #藏在小城里的冬天# #旅行记忆放映计划# #我的旅行vlog日记# #秋游记# #藏在小城里的秋天# 

@生活薯 @本地薯 @薯队长 @VLOG薯 @走走薯"
"如果你厌倦了西湖周围的繁华景点，不妨来杭州的吴山。这里山不高，每次来这里，都会有不一样的发现，非常适合轻松漫步，拍照打卡。以下是私藏游览路线（参考图9️⃣地图）：

1. 十五奎巷晓霞弄→ 
2. 中兴东岳庙 
3. 药王庙 
4. 城隍阁 
5. 积义亭 
6. 江湖汇观亭 
7. 泼水观音 
8. 宝成寺 
9. 大马弄 

- **十五奎巷晓霞弄（望仙阁）**：往远处拍可以拍到望仙阁的经典机位。
- **中兴东岳庙**：四月份有530多岁古楸树的赏花期，特别好看。
- **药王庙**：供奉的是神农氏、扁鹊和孙思邈，祈福亲友身体健康很灵验。
- **城隍阁**：位于吴山之巅，七层仿古南宋风格建筑，登高望西湖的好地方之一。
- **积义亭**：以“绿野仙踪”的打卡点而著名，有点原始森林的味道，远眺的是城隍阁。
- **江湖汇观亭**：可以俯瞰西湖，远望城隍阁和宝石山，还能欣赏美丽的日落。
- **泼水观音**：泉旁的石壁上刻有观音像，需泼水后才能显现。
- **宝成寺**：杭州难得的藏传佛教寺庙，十分少见。
- **大马弄**：烟火气十足，漫步其中，感受着老底子杭州人的生活。

小贴士：
1. 上佳拍照点：城隍阁、积义亭、江湖汇观亭。
2. 防蚊小贴士：部分地区蚊虫较多，请带上防蚊喷雾。"
"### 杭州旅游攻略

#### Day 1
**景点：**
- **西湖**：包含断桥残雪、曲苑风荷、平湖秋月、雷峰塔、苏堤等。
  - 雷峰塔门票：40元，开放时间：8:00-17:00
  - 其余景点均免费，全天畅玩。

**美食推荐：**
- **小吃**：
  - 桂花糖藕
  - 素烧鹅
  - 葱包烩
  - 小笼包
  - 片儿川
  - 肉丝拌川
- **楼外楼**：基本每个菜都又贵又难吃，尤其是西湖醋鱼。建议在二楼庭院点一杯茶享受西湖美景，除非是稻米朋友，否则不推荐。

#### Day 2
**景点：**
- **灵隐寺**：门票：30元，开放时间：6:30-18:30
- **法喜寺**：门票：10元，开放时间：6:30-18:30
- **杭州博物馆**：门票免费，开放时间：9:00-16:30
- **河坊街**：门票免费，全天开放
  - 交通：从杭州博物馆步行3分钟
- **南宋御街**：门票免费，全天开放
  - 交通：从河坊街步行5分钟

#### Day 3
**景点：**
- **西溪湿地**：门票：80元，开放时间：7:30-17:30
- **杭州植物园**：门票：10元，开放时间：8:30-16:30
- **小河直街**：门票免费，全天开放
  - 交通：从植物园驾车20分钟
- **拱宸桥**：门票免费，全天开放
  - 交通：从小河直街驾车8分钟
- **武林夜市**：门票免费，开放时间：17:00-22:00
  - 交通：从拱宸桥驾车30分钟

#### 住宿
建议住在西湖文化广场/龙翔桥/凤起路/武林广场附近，交通方便。

#### 美食推荐
- **灵隐寺斋饭**：推荐，有长生面和长寿面，还有多种素菜，好吃不贵。
- **老头儿油爆虾**：推荐，商场里的店，味道不错，但不排除预制菜的可能性。

希望这个攻略能帮助你愉快地游玩杭州！"
如果你来杭州Citywalk，一定要来逛下这条漂亮的宝藏街。
"来杭州西湖玩，却不知道从哪儿逛起？别着急，这条路线不仅包含了西湖的必打卡景点，就连拍照机位我都帮你规划好啦！

1. 首先坐地铁从龙翔桥C口出，先到集贤亭。站在亭子下边，放大5倍焦距，人物居中拍一张。
2. 沿着湖边一直走，就到了长桥公园，可以去那边的亭子拍一张。我人在右边，亭子在左边，放大两倍，记得拍到湖面。
3. 接着往前步行500米就到了雷峰塔下。
4. 一街之隔的净慈寺必须要去！这里人少景美，还有西湖十景之一的南屏晚钟。在净慈寺最高处的大殿里还有拍雷峰塔的最佳机位。
5. 下一站到曲院风荷，路过莲遇花园餐厅的梦核金鱼。
6. 走到湛碧楼抬高手机俯拍，切换两倍人像，人物放在一侧分割线上。
7. 傍晚的时候，千万别错过西泠桥的夕阳。就在这条孤山路上还可以捕捉到浪漫的1314路公交车，爆火的西湖最美拐角也是这里。

拍了这么多，手机内存又不够了。还好我最近种草了绿联私有云DXP2800！最大52T的储存空间，相比传统硬盘及传统网盘，NAS不仅访问更方便，浏览也更丝滑。三步操作轻松上手，我最最喜欢这个AI相册，外出游玩的照片都可以备份进去，多设备随时查看访问，还能智能分类。和朋友分享照片点击链接就能预览多选下载。现在存照片选照片更方便啦！

#西湖拍照 #假期出游 #杭州旅游 #拍照姿势不重样 #绿联私有云 #绿联DXP2800 #绿联NAS #私有云 #内存不足 #NAS #手机内存不足"
"总是带朋友去逛西湖，这次来点不一样的，沿着大运河走这条路线，感受杭州浓浓的历史文化氛围。

- **推荐路线**：京杭大运河博物馆➡拱宸桥➡桥西历史文化街区➡小河公园➡小河直街➡大兜路历史文化街区➡香积寺
- **全程大约3km**，边逛边拍

**具体地点介绍**：

- **【京杭大运河博物馆】**：位于拱宸桥东，步行700米左右可到达。主要介绍大运河的历史文化，开放时间为9:00-16:00，周一闭馆。
- **【拱宸桥】**：是京杭大运河的起点，“一座拱宸桥，半部杭城史”。站在拱宸桥上可以欣赏到往来船只和两岸风景。
- **【桥西历史文化街区】**：旁边就是运河，有3个博物馆，可以参观了解传统工艺，免费且无需预约：
  - **中国扇博物馆**
  - **中国伞博物馆＋刀剪剑博物馆**
- **【小河公园】**：工业风满满，大油桶建筑很特别，绿化很好，拍照效果极佳。园区内还有甲M+摩登夫妇：各类陶瓷制品小店，有两层，非常好逛。
- **【小河直街】**：宝藏小街，有三条街，整体不大但非常精致，拍照效果极佳！很多网红咖啡店、茶馆，还可以体验簪花；夜景也很美。
- **【大兜路历史文化街区】**：与小河直街相比，这里人更少，古朴宁静，有很多咖啡馆、文艺店铺，晚上路边会摆集市小摊。
- **【香积寺】**：寺院，闹中取静，门票20元，无需预约，开放时间为8:00-17:00；素斋很有名，还可以请手串。

**Tips**：

1. 直接去小河直街，乘坐地铁10号线北大桥D出口，步行15分钟即可到达。
2. 小河直街现在是簪花一条街，如果周末想体验需要早点去。
3. 附近商场有远洋乐堤港、大悦城，吃饭逛街都很方便。

**一些总结**：

这一趟走了4个小时（包括吃了一个快速饭），沿着大运河，空气好、环境美、小店多，可以充分感受到杭州的城市文化氛围！散步闲逛推荐！"
"杭州不仅适合citywalk（城市漫步），也非常适合citydrive（城市驾车游览）。以下是几个我认为杭州最值得一去的地方：

1. **灵隐寺**  
   灵隐寺与飞来峰景区的门票是46元人民币，另外香火券为30元人民币，可免费领取三炷香。我个人觉得灵隐寺非常灵验，每年都会来此参拜。

2. **虎跑公园**  
   位于西湖景区内，靠近灵隐寺，开车大约需要20分钟。这是一个相对小众但风景优美的地方，最近的枫叶黄得非常好看，路过时不妨一看。

3. **九溪十八涧**  
   杭州市区内的最佳徒步路线之一，全程约需5-6小时，沿途会经过许多美丽的景点，近距离感受自然之美。

4. **良渚文化公园**  
   这是我最喜欢的一个公园，园区很大，可以好好逛逛。这里非常适合野餐，并且有很多拍摄游玩的好地方。建议安排一整天的时间来探索。

5. **西湖风景区**  
   到杭州怎能不来西湖呢？西湖非常大，推荐从两个入口进入：花港观鱼和断桥残雪，这里是观赏落日的最佳位置。

由于杭州的一些景点之间距离较远，建议自驾游览。开着悦也在杭州进行一次城市漫游，让自己放松下来，享受这座城市的真实生活。"
"超适合周末两天一夜的杭州旅游攻略！推荐的地点都离得不远，既能体验都市繁华也能感受江南水乡，路线图在最后！

推荐地点：

1. 孩儿巷—中山北路（P1-4）。杭州citywalk的最佳选择，街区有很多咖啡馆、面包店、古着店。地铁凤起路A口出站就是孩儿巷。

   推荐店铺：
   - 🍰BFF Weekend：Weekend慢熟面包店
   - 📷321茄子：拍立得照相馆
   - ☕咖啡脑袋
   - 🥯Tiohoh贝果三明治店
   - ☕Manner Coffee

2. 西湖（P5-7）。如果是第一次来西湖，推荐花半天时间，可以坐船或散步逛上西湖的几个景点。
   
   推荐景点：
   - 西泠印社
   - 三潭印月
   - 曲院风荷
   - 乌龟谭
   
   也可以不用特地打卡景点，就在湖边走走看看，晒晒太阳，找一家茶馆放松休息，就很惬意。
   
   推荐茶馆：
